,image_id,acevedo_label,fold,labels
12317,0f354c03-bd29-41f5-b03d-56521dae4e7a,eosinophil,test,EO
12318,c755d33d-eaed-494b-ba8c-e49469b78335,basophil,test,BA
12320,4836d177-f43d-4713-b29d-58f832b7dac0,basophil,test,BA
12321,8d0ab466-8058-4552-91e2-0ec444b46b3d,eosinophil,test,EO
12328,d447d5a8-32ca-4e3f-b22a-3f28338b2bfc,monocyte,test,MO
12332,5da77017-d6f2-4be4-afae-403b4b1d3e30,monocyte,test,MO
12335,ca8bb0e6-f2f6-429f-8395-ea7dec91f667,eosinophil,test,EO
12337,f2729fb6-5251-48c8-a0ca-6b672392877d,eosinophil,test,EO
12338,13a30017-e424-4f5f-a836-8f9deaf578c0,monocyte,test,MO
12339,85671ea5-9ba5-4517-a047-ac5ca945ba69,eosinophil,test,EO
12341,7357a0ff-3b91-4dcf-bb9b-2078fe8d51b0,eosinophil,test,EO
12342,20c3f555-fcfd-4728-b208-c50b62c46b6f,eosinophil,test,EO
12346,0752365d-22ef-4025-be68-fffc53e7891e,monocyte,test,MO
12351,04d3af84-5dbe-45c9-8680-04b240bf0c6d,eosinophil,test,EO
12355,adb5e447-db87-4838-b3c2-1926878bfb57,monocyte,test,MO
12356,0d8bf68a-ee33-499f-ad76-6f96b0300bce,monocyte,test,MO
12360,a66dbf6b-358c-474c-907b-192bf71f6f16,eosinophil,test,EO
12361,46dd9f98-f248-4d23-94c4-ef8215a24929,basophil,test,BA
12362,4a75d3f4-cc9c-455c-814f-9bcbf7046c0a,eosinophil,test,EO
12364,efa1f723-fa06-4409-b897-aefed196da46,eosinophil,test,EO
12367,f57dc2da-ae3f-427a-8767-7eb8e1a6b8a1,monocyte,test,MO
12373,d7ed1f02-fdef-4a7f-86c0-2f36330d862e,basophil,test,BA
12376,3d1b79c5-2bae-478c-8e87-54be27b7509c,monocyte,test,MO
12377,23e1bed2-d822-410a-954f-d5784eeadb89,eosinophil,test,EO
12379,3c242cb5-51ed-4ae7-9136-1efb196baaec,eosinophil,test,EO
12380,665ea23f-135f-4e76-b438-66b5b49bac3e,eosinophil,test,EO
12381,317934d3-029a-45b6-900f-d2ccf9742430,basophil,test,BA
12382,22a6e782-6265-4375-91a0-365912ed8258,monocyte,test,MO
12388,f19f7ed4-4552-469e-9287-b58f8993331b,monocyte,test,MO
12389,3a7ee99e-5b90-400f-8c93-703ea85ef79d,basophil,test,BA
12391,5a8d707a-02e4-4d25-ba64-a1f489d2d82f,eosinophil,test,EO
12394,0f386c60-5f24-477b-902e-84b94301b2d8,eosinophil,test,EO
12395,1c24b11d-1c13-4824-a873-537d8653794f,eosinophil,test,EO
12398,62c7fd6d-a8d6-4101-b7cb-7ee178a1e7b3,eosinophil,test,EO
12399,27f79da4-9a43-4eb9-b247-2a613ae742e3,monocyte,test,MO
12400,03dcf25f-40a7-49f1-a79e-5b21e5ecae63,basophil,test,BA
12402,bf83afb3-7135-45da-a2b1-de2cf2831ada,basophil,test,BA
12404,f3425e05-939e-426a-b64b-e0ca7860298d,eosinophil,test,EO
12405,b986b7eb-c26f-4ac2-b7a5-1f751710dbc2,eosinophil,test,EO
12407,5d61c8b4-82c5-4346-be25-64729850d435,eosinophil,test,EO
12410,7a61957f-7f89-4a5f-8726-02e6e9721316,monocyte,test,MO
12412,48c58bbc-19f3-4f91-975d-1a7e106bbc9b,monocyte,test,MO
12417,bac1a8d7-10de-4455-8550-eaa652e00130,basophil,test,BA
12418,0fa6bdaa-105e-4454-9dee-33591cc04ce0,basophil,test,BA
12419,c295ad3e-cb79-4e84-92f2-d788067769f1,eosinophil,test,EO
12420,1f6cd77d-029a-45bc-9489-5640e833e52a,monocyte,test,MO
12422,7f9123e6-b100-4905-9128-ff12a704397e,eosinophil,test,EO
12429,c098d2b2-b641-4ed8-ba6d-3ebc8ff14869,basophil,test,BA
12434,98065b83-57e0-4059-91f4-34e9fca94210,monocyte,test,MO
12439,7e08f94b-81cd-4de9-8a76-ab4758a7ad4b,eosinophil,test,EO
12443,40e0432d-cb8e-4873-8c29-db81759643f3,basophil,test,BA
12448,2afc17f3-7d12-4d91-8bb2-768f36b3c095,eosinophil,test,EO
12450,b5ec91eb-f340-42c7-8c1d-473bc5c2cbe9,basophil,test,BA
12453,9c808be9-b5cb-4469-8450-9e8f4e701fa9,eosinophil,test,EO
12457,70f955ca-206c-438d-b42d-c6474b0209db,eosinophil,test,EO
12458,5473ed5f-7d19-43a5-8e36-63828f5c2f65,eosinophil,test,EO
12459,ba073120-947b-44c5-aa93-b379f1894fcd,eosinophil,test,EO
12460,cf349be8-3cfc-4fe0-912a-31b5a62e783e,eosinophil,test,EO
12468,52c3f91e-bd9b-4869-ab6b-f1e007639c03,monocyte,test,MO
12469,61074f62-cea1-467f-ac52-940cc8f0fbb2,monocyte,test,MO
12471,73072a4b-ee96-4f46-b707-45be62cebc73,monocyte,test,MO
12473,ceb3a5e7-4897-42d4-9fce-72c7825728eb,eosinophil,test,EO
12475,c43c5d99-f725-4b38-8af1-6ccbff1c3edd,eosinophil,test,EO
12477,576f72eb-b7b4-4574-b55f-e0e539dc75ef,eosinophil,test,EO
12478,2765dfaa-a358-421f-b1be-bb90fd5bc4c0,monocyte,test,MO
12480,b47b7ad2-638e-4d35-97c4-b3d46e8f1341,eosinophil,test,EO
12482,07e015a4-3d50-4a3e-a7e7-12dba67c2935,eosinophil,test,EO
12486,60f5210a-fd66-4a6d-8430-eedbbc59280c,basophil,test,BA
12487,8e206f7a-2e48-49a6-8a8f-953bd656b326,basophil,test,BA
12488,0d46a23a-71b5-4c72-91ce-ae690b4ba66c,eosinophil,test,EO
12489,4a9e7bbf-f4fe-4583-bdbf-cca6d677aaf0,eosinophil,test,EO
12491,1af4aaad-ae9a-4fc0-b416-dbc083895aa2,eosinophil,test,EO
12492,6685292e-16d9-4642-9f33-8f58438fa5ad,basophil,test,BA
12494,1f205477-33c1-4842-a4ae-958e85daa70d,eosinophil,test,EO
12497,2e2b469c-aff2-49f3-966c-35443933104e,eosinophil,test,EO
12498,f01cce79-2a73-4db7-8cd0-3e363d59604b,basophil,test,BA
12502,00b9347c-c4da-4283-8299-0a94823a3178,eosinophil,test,EO
12510,f27e2fa7-5649-4277-b2d3-167a1c16eede,eosinophil,test,EO
12511,b0b5e3dc-a598-44b0-90aa-672c80e775c7,basophil,test,BA
12512,a3e19aa1-1a9f-4fcf-b88a-cc344e8ddb1c,basophil,test,BA
12527,4d6f5600-bb76-4793-99b3-fbd6cbc9d821,basophil,test,BA
12528,0bbbc95d-18d2-4407-a6e6-a9776e6e9e8d,eosinophil,test,EO
12530,63645355-f01e-4e1f-9c6f-f8773aaa6eef,monocyte,test,MO
12531,3b05e215-6025-439e-b052-d1158cd8cdfe,eosinophil,test,EO
12533,7a3c3b0d-b6a8-41ca-9ec5-edd07f82d257,basophil,test,BA
12536,6b6b425a-e594-4799-94fc-6e71111fd28b,eosinophil,test,EO
12538,c6c3a448-38d6-4133-971a-fb61f761a6be,eosinophil,test,EO
12539,d88d74a8-b102-40b8-bb02-6c189123b70b,monocyte,test,MO
12540,85cf2b80-3beb-48d9-9d74-79a2597be1c2,basophil,test,BA
12541,a650b803-10d2-4bed-b021-a951f9e40629,eosinophil,test,EO
12543,f25b1c9a-86c2-48bc-bf58-fcd35a40d053,eosinophil,test,EO
12547,84b751c1-8b57-4f4a-b554-7f98d6856cb9,eosinophil,test,EO
12548,919ad736-34ab-422f-9425-916eedaf539f,basophil,test,BA
12550,3cf12c91-ddb5-490d-860a-dee98e4f344d,monocyte,test,MO
12551,c5dc07b3-e369-4c49-9d15-10339abb3378,basophil,test,BA
12554,7df3f165-efcb-4f37-9949-c075e0e62a5d,monocyte,test,MO
12556,6a296e7d-d271-43d9-a34c-df6e02623d9e,eosinophil,test,EO
12557,4e697577-258a-4f1b-8f84-4c8edc0306ef,monocyte,test,MO
12562,9c1ddd5e-8a7e-4fa8-ae96-cec43618b118,eosinophil,test,EO
12566,88b1cbfb-6e11-4456-b3d8-2df3807f6dbc,eosinophil,test,EO
12567,be082b05-6c6c-4c27-abe8-3cda11760e0a,monocyte,test,MO
12568,d172e592-7538-4f54-9497-9ba9a62f1f06,monocyte,test,MO
12576,e8852c61-3ee4-4a70-9782-597ab22a9527,eosinophil,test,EO
12580,056956c1-e552-46b7-be13-6a814e8ef37c,eosinophil,test,EO
12581,146b9870-413a-4dfb-8e51-0827bbb18bb4,eosinophil,test,EO
12582,263064fb-052a-4761-bc19-c899e3f1df4a,basophil,test,BA
12583,2e729f46-3165-48a0-ac6a-46c85cf34d1d,monocyte,test,MO
12593,f9b72e14-e2da-4083-9077-888cc216c8c9,monocyte,test,MO
12599,9def0bd4-9a44-499b-9f31-f7cc3f01528d,monocyte,test,MO
12601,ac73d952-d787-4c1e-8704-129d68f1a20e,eosinophil,test,EO
12602,97ba8a6e-910f-4c88-9b58-e46cafe77b99,monocyte,test,MO
12605,a38b65bb-571e-4266-a31c-557340fb557d,eosinophil,test,EO
12612,a870a5b7-1cb5-4c5a-b2c5-9b611ad1b805,monocyte,test,MO
12613,32777aa5-f2a8-4f10-ab3f-6ed547f1b4c2,eosinophil,test,EO
12614,fde4c00a-fc8a-4298-9a7c-0770dcb4a861,eosinophil,test,EO
12616,eae5a614-5af1-4d2e-b6eb-a8d3e999ab9e,monocyte,test,MO
12619,20b5842d-4199-47a7-a622-8092430d3ab7,eosinophil,test,EO
12621,e551d6a5-69bb-4613-b395-42e8c90785f7,eosinophil,test,EO
12622,2c72d924-8aaf-4fd8-abb8-5de1b000a733,eosinophil,test,EO
12623,3c9a255d-c2f9-42f6-8e39-05546fda557e,eosinophil,test,EO
12626,3f9c8c62-76ab-41d0-9fd3-4ee981407a1a,eosinophil,test,EO
12628,57fd1720-09f7-4c64-a681-28c5a7d08abb,eosinophil,test,EO
12633,14c43462-04d4-42ac-aa56-e35a7a75a792,eosinophil,test,EO
12634,6dd3c6de-b593-49b2-a95a-39ffb5e90ff6,basophil,test,BA
12638,8c285822-6f96-4055-a64f-3edc53b342eb,eosinophil,test,EO
12641,cfe6c002-b1d2-4315-a9fc-ed68048b032d,eosinophil,test,EO
12644,443ddf9f-3c9a-435a-9f6c-c0dcf7ced7d2,monocyte,test,MO
12648,8061ad75-b555-446d-9960-527af45c030d,eosinophil,test,EO
12650,7b33293e-0668-4efe-89f2-bbe8ef762277,basophil,test,BA
12653,c77047c6-cfdd-46c9-a211-34f5b066e426,eosinophil,test,EO
12654,bc9b8b09-0e60-402d-ac25-1132c4c916bf,eosinophil,test,EO
12655,33cffa2d-12a1-4fee-8524-fb8b5717afbc,eosinophil,test,EO
12660,7a191834-4c42-4054-b46b-c1204375d9bc,basophil,test,BA
12661,cfb6197c-310c-4bf9-bf2c-2aea08029dca,eosinophil,test,EO
12665,c0dd49cd-5241-48f6-af32-99efa80b7179,monocyte,test,MO
12666,463572f7-6d8c-4367-9297-0938c1bd8375,eosinophil,test,EO
12667,8ac26a5b-a688-4b1e-8bc9-783667043ea5,eosinophil,test,EO
12670,ff082d9e-e824-44ed-ab58-397fd8766da2,eosinophil,test,EO
12672,fb76aadf-b5cd-4560-b1c4-f12b889e6da7,eosinophil,test,EO
12675,a4ed8191-4ab0-43cd-b0e7-d42a67b79dd1,basophil,test,BA
12678,c234b4b6-af17-4704-a1ae-134ca4050ffd,basophil,test,BA
12679,24a1db81-6ce8-4d0d-8cab-acedfaa946a1,basophil,test,BA
12684,11449db3-07ba-461b-a975-a6ddcbf8c0dd,monocyte,test,MO
12686,2d0ea989-395f-4bcf-958d-4bab1ab580e8,eosinophil,test,EO
12687,33186b51-7859-4e06-998e-0d7418701927,eosinophil,test,EO
12693,4029c4f4-978c-4142-ab7b-1bbd5c68e8f8,monocyte,test,MO
12694,3eb75037-3f18-4f44-b560-2348005fcb48,basophil,test,BA
12698,ee141e29-b299-49d6-b8dd-8503b2da7b2a,eosinophil,test,EO
12702,9cc57baf-bff8-40eb-932e-09818d12c37f,eosinophil,test,EO
12706,e3fa96ce-9b29-44da-82c7-afb27d8f3b45,monocyte,test,MO
12712,335e484a-2a7f-4cf6-9c33-3b772245b69a,basophil,test,BA
12713,cb4ec504-5cfe-45a8-aa3d-547eb2e33312,basophil,test,BA
12715,5c9a17b0-4eac-46b1-bd7a-2f4ffd38d2d1,eosinophil,test,EO
12716,e6565753-acb6-410c-a041-2412a786e16b,eosinophil,test,EO
12720,409e0ade-4720-4b28-85e1-74cececbe985,eosinophil,test,EO
12721,fc2bbe01-9b70-451a-a77f-6f55da0e7866,monocyte,test,MO
12724,61bdcfcd-68a3-4a59-be0f-ccd25b5c1049,eosinophil,test,EO
12725,9a474799-bdf8-423b-8162-ad6df57ac45d,eosinophil,test,EO
12726,235a9b64-786d-48d3-9c9d-f700e4402a20,eosinophil,test,EO
12729,4d69d5c6-6686-4f49-9257-2d0c0a65a669,basophil,test,BA
12735,1bc6dd6f-5ca7-4cae-b5e0-f573242cb282,eosinophil,test,EO
12740,3eb1d2f2-abdc-43b6-81fc-70e2497989af,monocyte,test,MO
12742,6c03b87f-5fa2-4b4f-9977-3a60d6e0548e,eosinophil,test,EO
12743,d37822d8-d409-4a7e-bedc-c2de3260ea67,basophil,test,BA
12744,269251c1-1bfc-4dcb-8756-b5e7e419ab22,basophil,test,BA
12746,3204239e-5979-4637-bfda-57895367e806,basophil,test,BA
12747,93093ca6-ce77-43c0-a3ac-6cfb346a1642,eosinophil,test,EO
12750,d3efa8f9-09cd-4c43-b112-5e945ea492b4,monocyte,test,MO
12752,685af3c0-945f-4755-9968-db733eb6a442,monocyte,test,MO
12753,c74df593-79b5-48ef-aecc-5aa6071aaabe,eosinophil,test,EO
12759,1660e3b3-6a97-4948-bd0e-7de97820e65a,eosinophil,test,EO
12761,4c54fac2-2cf1-4a04-b3ef-20fa5e559a39,eosinophil,test,EO
12763,b18e9e70-2ef0-422d-a645-b76656df5eec,basophil,test,BA
12774,4d8fbe1d-5d71-49cd-8413-6c42f04faa85,monocyte,test,MO
12776,d780c48f-b1cb-4c00-9184-b1e4fcb4e0a4,eosinophil,test,EO
12777,1ae3e859-8896-46b8-af1a-dcf0d0a03000,eosinophil,test,EO
12779,62bec595-2fa3-4356-a678-2d698a3e400e,monocyte,test,MO
12780,aa4a4d91-ac6b-460e-9595-b0939796ec5a,basophil,test,BA
12781,38b50e4c-bb60-42bb-9d3a-0790051da888,basophil,test,BA
12796,84e636e0-b364-45be-affc-b946c7aaa5f3,basophil,test,BA
12797,ec73601d-e857-4d50-bec4-78de37436d33,basophil,test,BA
12804,419b3253-ba5d-458f-9920-be40e0b2b4e2,monocyte,test,MO
12806,d72e752c-c074-4132-875e-0034ba253bce,monocyte,test,MO
12808,99779a61-db94-4d1d-940d-db5c5d992c18,eosinophil,test,EO
12810,ebe8c32a-29b9-4b57-8adc-fb129ebed913,monocyte,test,MO
12812,05840387-1a14-4464-beb1-eaca50373fbd,monocyte,test,MO
12817,945a2fdd-c9c7-490f-8a8e-ea662fdd1d3f,monocyte,test,MO
12819,1329d9c8-7a95-4383-8d9e-4deea7de5d2e,eosinophil,test,EO
12823,9090d4d1-a641-4458-990c-26de06c02be8,basophil,test,BA
12825,3099f037-59a7-4115-a49c-d1acab4003f5,eosinophil,test,EO
12828,8ac2861f-da44-4eee-9d97-f20ac33053ad,monocyte,test,MO
12831,31c761fc-c2f2-49c9-98c1-042ad9169c7a,basophil,test,BA
12834,69015b2b-4290-436d-a4df-00bc4863942b,basophil,test,BA
12836,64d3597d-b97c-4c9d-b347-a46d0b34c709,monocyte,test,MO
12837,79a71082-2f8a-4382-b8f3-4921d8a8ce10,basophil,test,BA
12840,5b3f2b14-8002-4d43-adfb-488532a0350d,basophil,test,BA
12841,322c93f7-51cc-47f9-86f2-d83f4d39cdba,eosinophil,test,EO
12843,77f2a2b3-ad18-4f39-9d39-28b6c99849a6,monocyte,test,MO
12844,fe8dd4dc-9d46-461c-b60f-25ad1e2d95fd,eosinophil,test,EO
12849,05e7b78b-9291-4235-93e0-70b339bd467a,monocyte,test,MO
12850,c5c0d835-d3e6-48f0-bf19-8484c754ed4f,eosinophil,test,EO
12851,ff075735-2829-443a-8b13-55f898446fef,eosinophil,test,EO
12856,46409181-04f2-455b-9d79-8dc3452566c9,eosinophil,test,EO
12857,cca1b036-0c2d-4147-8469-ae008ede1628,eosinophil,test,EO
12858,183ff72c-5984-47c7-9af6-781de4c9cf52,eosinophil,test,EO
12861,f6a33bb9-c9d6-42e8-834d-23da5bffe8c7,monocyte,test,MO
12862,3f20b668-5315-411d-b9b7-0c497248db43,eosinophil,test,EO
12863,23d36870-93cc-4bd4-80d8-4d96dba605d8,basophil,test,BA
12868,f560b4bf-b39c-4f21-a9e2-335ee6af7dea,basophil,test,BA
12869,00250fec-2801-48c2-bfbc-31a4c2ac65f5,eosinophil,test,EO
12877,83aaaca9-ce56-42fc-a965-5fd3be7f6a8a,eosinophil,test,EO
12885,705cd905-fa00-4e10-9faa-fa3d6bc784b4,monocyte,test,MO
12888,32e1cc29-4366-4921-bd83-7213e38aa395,eosinophil,test,EO
12896,e351b4e9-b416-4d95-bd04-0009ef35502b,basophil,test,BA
12899,cbd8f453-b83d-44a1-923c-7d59b8e89231,basophil,test,BA
12902,e1ec1f61-9429-46e8-86b4-fc52d2c8e76c,eosinophil,test,EO
12903,785d84f4-b12f-414a-8482-e883f36439fd,basophil,test,BA
12911,b3d304a8-d5f5-43d6-b5e1-de7fa0359427,eosinophil,test,EO
12912,7de5de29-70c4-49c5-9e50-82d1a9812877,basophil,test,BA
12913,43f68a44-fe64-4774-ad1c-642578428a06,eosinophil,test,EO
12924,53e1c0d9-2e40-4094-a256-ef078d7e197f,monocyte,test,MO
12929,6137dd65-0334-4e2d-8983-bd434f4beb97,eosinophil,test,EO
12934,87bd203f-5ba7-435d-a611-2fa1cb5fbd61,eosinophil,test,EO
12936,8e44940b-270c-435a-a1de-5ee0ba252995,eosinophil,test,EO
12940,0718f013-a983-475a-9fcc-a3779f019f03,basophil,test,BA
12942,44552ef5-48da-42c5-8796-c32403fb1afb,monocyte,test,MO
12943,9d1c0b5f-7f77-4cdb-8f20-0fc143a2aa21,monocyte,test,MO
12947,657f9f9e-8e21-48bf-b0b2-3975a6580a6a,eosinophil,test,EO
12951,510c28f1-be6e-4bbe-9f7b-a19ce7b89224,eosinophil,test,EO
12954,b09a5c6e-870d-489e-9c26-8a2f293de123,basophil,test,BA
12955,7f21476a-4d24-4324-a36e-6edd5a87a87e,eosinophil,test,EO
12957,b41498f0-7e1a-4bba-a4bc-adba395e6c10,eosinophil,test,EO
12970,f76ac444-9783-425f-a2d2-22c376733f8c,basophil,test,BA
12976,cf2e3f3b-3a43-4706-951f-da582587e556,eosinophil,test,EO
12982,e92fdc20-9395-4aaa-b1f8-863913333ebc,eosinophil,test,EO
12984,8c16a4ec-b673-4f3c-bee2-4ef054ca0710,eosinophil,test,EO
12989,773e8c3a-dbbb-43fa-a614-3a62fc640129,monocyte,test,MO
12990,c9d89d7b-79b2-4db0-b28a-8e0211750668,eosinophil,test,EO
12991,7db08c0c-cd5c-441e-b577-575204999aff,basophil,test,BA
12994,3b7efd29-1547-4db1-a811-f3108fcb3c99,eosinophil,test,EO
12996,c5a2b47e-c8a8-448a-af98-41c99b3cd501,monocyte,test,MO
12997,b28369b2-f8e4-4702-9298-31b9f400aa42,eosinophil,test,EO
13009,f2714c86-2c53-4283-8a3e-e4ecab4230ce,basophil,test,BA
13011,9c8f12d0-703e-4cd4-88bc-205c8c953bcc,basophil,test,BA
13014,3ef2b4fa-41ae-427a-81f2-c34dc368eca7,eosinophil,test,EO
13015,02842971-8365-4b1b-9658-0ef5ffd2e07e,eosinophil,test,EO
13016,78e26acd-61a7-4286-97be-f2946b40eeea,eosinophil,test,EO
13019,b4a04f02-08e0-4266-be95-e02099fcd931,eosinophil,test,EO
13020,aacae4d2-a07f-4de6-81a2-abf932eea1d1,eosinophil,test,EO
13024,6857972f-d645-4df1-86d6-bc365cda6f2d,basophil,test,BA
13026,b04f7555-04f3-4333-ab97-f8e683cb37b2,monocyte,test,MO
13027,c35f992b-63ee-4c69-a7a2-67984bd4aa5a,monocyte,test,MO
13033,3c8d6e1b-851a-4292-8716-d949d90c6130,monocyte,test,MO
13036,d7d323f0-680e-401c-9428-afd2fc804fff,basophil,test,BA
13037,e3ebf766-e751-4029-b860-e8347bc26649,basophil,test,BA
13045,37c11135-ebff-4dc7-95b3-2e7a1a0c6ec2,eosinophil,test,EO
13046,a683b2e9-2236-4bd1-b7c7-d5eca92dd00e,eosinophil,test,EO
13047,83caabba-56b8-4e0f-b020-09fbabef6a90,eosinophil,test,EO
13048,d23a1619-c521-4c98-8054-c0bc0dcbd3af,basophil,test,BA
13049,d294ecb3-7cad-493f-9825-6953d3163056,basophil,test,BA
13051,2bc9cda6-794c-4c72-9f3a-c4d087a9472e,eosinophil,test,EO
13055,c76ba158-6f6c-497d-b894-c8997f3813a3,eosinophil,test,EO
13057,288f4eee-5bea-47f1-98be-67f005d59d68,basophil,test,BA
13058,a65fb876-b991-42b0-a26f-f7483fc53412,eosinophil,test,EO
13059,f16ed3d3-b2b6-4fd1-b218-6e2d36074bf4,eosinophil,test,EO
13061,008dba72-8e96-4bc7-a39f-b8e7ff9863b7,monocyte,test,MO
13065,edaee0e4-e7a5-472c-b3cf-f7543d643975,eosinophil,test,EO
13067,bb0616f3-6e18-404d-8aad-ba492185e87e,basophil,test,BA
13068,574b7cdd-5253-4479-9973-4fb34daafaa3,monocyte,test,MO
13069,d4354f4a-d42d-46d5-abbf-eb19f1cd2263,monocyte,test,MO
13071,c6eb4abf-5fbb-4a52-a9a1-fe2d97c3d93d,eosinophil,test,EO
13074,2dcb1791-95b3-4d85-a86a-f2eab2b46ae0,eosinophil,test,EO
13075,bc11a8cd-e31e-4947-91c7-1d7c29ac8818,basophil,test,BA
13076,964870ee-95e2-4919-b524-3d790941f8e2,eosinophil,test,EO
13078,aac7823b-f93e-45ea-abfc-2c9ad2a32e43,eosinophil,test,EO
13079,9d0742fa-7fcb-4290-a858-2d3efb9e897a,monocyte,test,MO
13080,8eee3e6e-caf9-4bd2-aeaf-3a74947e5e4c,basophil,test,BA
13083,826354fc-263c-4deb-aaeb-790721bcba55,eosinophil,test,EO
13084,a9d4db01-fbb6-4e47-a631-f4cf31e82b15,monocyte,test,MO
13088,ddba39ba-5c4a-4ff2-9ab3-afe62ed72fa9,eosinophil,test,EO
13090,97ff45aa-5be3-4534-bce7-5e02b1f74bc2,monocyte,test,MO
13091,7705cc2f-ab83-4e63-bc8b-70356f630b34,monocyte,test,MO
13093,39dd8bbb-5277-4039-9024-2c17a6bfdd6a,eosinophil,test,EO
13097,4d5de2c6-a3f0-4a6b-8250-2c5687700595,eosinophil,test,EO
13100,d8c74449-4cae-4d75-9e30-2a1ad24edd43,eosinophil,test,EO
13101,fde83f8b-8920-45d8-9eb2-27e4aea4937a,monocyte,test,MO
13103,39418bc5-4ce3-46f3-ace2-ea0df2fcdc1d,eosinophil,test,EO
13108,0948d2bd-5dae-47e5-91d5-b24fa7ca9fdd,eosinophil,test,EO
13115,a70eb410-0308-4f0f-993d-654a7dd043d9,monocyte,test,MO
13120,0b97193c-eeac-4715-b8cd-1833450018c6,monocyte,test,MO
13122,7b1890ea-ed3b-47f0-9cf4-eaf0950f83e1,eosinophil,test,EO
13124,d3e25483-8fc1-45ad-aad0-0bf8f9171772,monocyte,test,MO
13127,b07e4300-680b-4d94-b6f8-7cbe4b90710a,basophil,test,BA
13130,7aca6426-c5ed-4f25-b1bb-d01f79e90bad,monocyte,test,MO
13131,3d0bbeea-92e2-465f-b10d-7fcf1f823919,eosinophil,test,EO
13133,ff348634-80dd-402f-805c-b58dcd9442e1,monocyte,test,MO
13137,6b40b864-aee7-41c1-b08b-eae91ebc1d30,eosinophil,test,EO
13143,658092c5-6237-463c-b516-901775e52103,basophil,test,BA
13144,4ea5af29-793e-4bf0-9e56-12053c9f6e03,eosinophil,test,EO
13154,cecbba73-3d58-4bb4-b1c5-8267af2f0dd2,eosinophil,test,EO
13161,25f418db-ac1b-4b8c-9f12-dbd8f63f0bc8,eosinophil,test,EO
13168,93c346ea-8025-450b-b657-e01ab0f99791,monocyte,test,MO
13170,783ee726-6e5c-4a0d-91cc-6233cb764585,monocyte,test,MO
13172,38aaf9ba-6351-432c-a349-d1c009506e82,eosinophil,test,EO
13174,74a3608c-8376-4d01-a833-8ced27b360d2,monocyte,test,MO
13177,11569bb0-f578-46cb-a44b-97bbddc6241b,eosinophil,test,EO
13179,ae419857-a818-432f-aa80-3dd35c758b99,eosinophil,test,EO
13180,d6335c48-49fb-4006-8bb6-64860e4ca2eb,eosinophil,test,EO
13181,54b853e6-79bc-48ef-8ac6-fab6922aef5a,eosinophil,test,EO
13185,f11dfc36-cc94-4280-ae71-7ef3e71c34fb,eosinophil,test,EO
13186,4a04f26d-43a9-4af7-83c7-8f0f4f7fb304,eosinophil,test,EO
13188,83fcd1c6-4e44-4470-b238-4048b3321a9e,eosinophil,test,EO
13189,912d8536-1033-452d-8e01-a452f8abaa05,basophil,test,BA
13193,41a58aec-82b0-4e72-b869-8eb019efe936,eosinophil,test,EO
13194,56c78baf-f8fe-49d8-8160-132b68c51cf0,eosinophil,test,EO
13195,f8b66cf3-12ec-4eb4-8817-6c43518e586f,eosinophil,test,EO
13199,d33de077-2c49-4336-98ca-b5261946b784,eosinophil,test,EO
13200,2d03688f-e78d-4a0d-94bc-fb5981538ae3,eosinophil,test,EO
13201,52acd4e9-d45b-4a80-8681-9252ecb06615,eosinophil,test,EO
13202,86050c13-0053-425a-84c9-edf194b89181,eosinophil,test,EO
13208,0c7f9581-aab5-4087-b8a4-65d90ba22787,eosinophil,test,EO
13214,85c74961-85c0-4fb0-8a41-de21165b5c51,eosinophil,test,EO
13216,0eb1f08d-f700-4e79-9c5e-ed6f5a19d4be,monocyte,test,MO
13223,f3f74fb7-ee7b-498b-aa9b-536a711099de,eosinophil,test,EO
13225,65dffe5a-e05f-4f7e-b590-b20a9c50f4f0,monocyte,test,MO
13226,da18a1fa-6518-46d7-8b05-6f1134fc7514,eosinophil,test,EO
13227,43d0d3ac-95c4-4ad1-8584-8b7c6e03cad4,basophil,test,BA
13229,da6403f2-8eb7-4574-a745-f6d58e333208,basophil,test,BA
13230,ec1819ea-04c6-446c-9605-2227a38b8b76,eosinophil,test,EO
13233,1bb5b1d4-9237-4b3a-951e-d816644e5e28,eosinophil,test,EO
13234,2dd89a88-576b-468a-89f0-a9e753f8c9c9,basophil,test,BA
13235,4f087726-c617-4d46-837e-a7f6ef8a42fb,eosinophil,test,EO
13237,b31709c7-67d2-4f08-babf-c1d83e72439d,eosinophil,test,EO
13239,a1f8e2f5-0972-4d7e-a41b-822be3fb2786,monocyte,test,MO
13242,49455278-cf3f-4397-b3cf-489cff998634,monocyte,test,MO
13243,535b5739-6bee-4d3c-8bce-ef9111c4079c,eosinophil,test,EO
13245,7ec64a26-96a8-4516-bad9-4a90ae1c07a7,eosinophil,test,EO
13246,5ae155a1-c776-45cc-b102-6bb8e4008123,monocyte,test,MO
13255,809a01d3-4e7f-4579-829b-3613f7a24086,monocyte,test,MO
13258,43d659cd-77a6-4d8a-a033-e0b10b241410,monocyte,test,MO
13259,f0f035fa-6ab0-4de8-ac07-65a73d234eb6,basophil,test,BA
13264,479db12a-5e7b-444f-9303-e5ede17b7cfe,eosinophil,test,EO
13270,6a8bc28b-48b8-4855-9811-69a0a2af847d,monocyte,test,MO
13274,634115d5-c2ac-46cd-8edc-5c26751e9abb,monocyte,test,MO
13275,7f7c16ac-cf1c-4fbb-aea1-57c96725eb8f,basophil,test,BA
